Medicine_Name,Medicine_Category,Dosage_Form,Strength_mg,Classification,Manufacturer,Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,All_Symptoms,Disease,Body_Temperature,Heart_Rate
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,bengal,3,male,5.5,nasal discharge,coughing,sneezing,lethargy,"nasal discharge, coughing, sneezing, lethargy",feline calicivirus,38.9,140
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,burmese,4,male,4.3,nasal discharge,coughing,loss of appetite,lethargy,"nasal discharge, coughing, loss of appetite, lethargy",feline calicivirus,39.0,150
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,bengal,3,male,5.0,nasal discharge,coughing,loss of appetite,fever,"nasal discharge, coughing, loss of appetite, fever",feline calicivirus,39.0,140
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,persian,3,female,5.0,coughing,sneezing,nasal discharge,fever,"coughing, sneezing, nasal discharge, fever",feline calicivirus,39.1,110
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,scottish fold,4,male,4.8,coughing,loss of appetite,fever,lethargy,"coughing, loss of appetite, fever, lethargy",feline chlamydia,38.8,147
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,burmese,4,female,7.5,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline chlamydiosis,39.0,140
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,persian,6,female,4.2,nasal discharge,loss of appetite,lethargy,fever,"nasal discharge, loss of appetite, lethargy, fever",feline coronavirus,39.1,148
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,russian blue,2,female,4.5,coughing,nasal discharge,eye discharge,sneezing,"coughing, nasal discharge, eye discharge, sneezing",feline herpesvirus,38.8,150
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,siamese,2,female,4.0,sneezing,eye discharge,appetite loss,lethargy,"sneezing, eye discharge, appetite loss, lethargy",feline herpesvirus,39.0,135
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,manx,4,female,3.3,eye discharge,nasal discharge,sneezing,coughing,"eye discharge, nasal discharge, sneezing, coughing",feline herpesvirus,38.5,138
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,persian,5,male,5.0,eye discharge,nasal discharge,sneezing,lethargy,"eye discharge, nasal discharge, sneezing, lethargy",feline herpesvirus,38.9,148
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,bengal,3,female,6.0,nasal discharge,loss of appetite,coughing,fever,"nasal discharge, loss of appetite, coughing, fever",feline herpesvirus,39.1,145
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,maine coon,6,male,9.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline herpesvirus,39.4,140
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,bengal,4,male,7.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline immunodeficiency virus,39.1,135
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,maine coon,6,female,7.5,appetite loss,vomiting,diarrhea,skin lesions,"appetite loss, vomiting, diarrhea, skin lesions",feline infectious peritonitis,38.9,145
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,sphynx,4,male,5.2,vomiting,diarrhea,loss of appetite,lethargy,"vomiting, diarrhea, loss of appetite, lethargy",feline infectious peritonitis,39.1,148
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,maine coon,3,male,7.5,lethargy,vomiting,loss of appetite,diarrhea,"lethargy, vomiting, loss of appetite, diarrhea",feline infectious peritonitis,39.1,148
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,siamese,6,male,5.5,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",feline infectious peritonitis,39.0,149
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,scottish fold,5,female,4.7,nasal discharge,coughing,loss of appetite,fever,"nasal discharge, coughing, loss of appetite, fever",feline infectious peritonitis,38.9,150
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,persian,4,female,7.0,vomiting,loss of appetite,lethargy,fever,"vomiting, loss of appetite, lethargy, fever",feline infectious peritonitis,39.1,125
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,siamese,3,female,7.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline infectious peritonitis,39.0,140
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,ragdoll,6,male,6.0,appetite loss,weight loss,vomiting,lethargy,"appetite loss, weight loss, vomiting, lethargy",feline leukemia,39.0,160
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,maine coon,6,female,10.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline leukemia,39.1,145
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,siamese,4,female,4.2,nasal discharge,lethargy,loss of appetite,fever,"nasal discharge, lethargy, loss of appetite, fever",feline leukemia virus,38.8,145
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,russian blue,3,female,4.8,nasal discharge,coughing,loss of appetite,lethargy,"nasal discharge, coughing, loss of appetite, lethargy",feline leukemia virus,38.9,145
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,abyssinian,3,male,4.6,nasal discharge,coughing,loss of appetite,fever,"nasal discharge, coughing, loss of appetite, fever",feline leukemia virus,39.0,142
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,siberian,5,male,11.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline leukemia virus,39.2,140
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,maine coon,4,male,10.0,vomiting,loss of appetite,lethargy,fever,"vomiting, loss of appetite, lethargy, fever",feline leukemia virus,39.0,140
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,bengal,3,female,4.2,lethargy,vomiting,diarrhea,dehydration,"lethargy, vomiting, diarrhea, dehydration",feline panleukopenia,39.1,145
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,bengal,3,female,8.0,nasal discharge,loss of appetite,coughing,fever,"nasal discharge, loss of appetite, coughing, fever",feline panleukopenia,39.0,145
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,bengal,4,male,10.0,vomiting,loss of appetite,lethargy,fever,"vomiting, loss of appetite, lethargy, fever",feline panleukopenia,39.2,145
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,maine coon,5,male,8.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline panleukopenia virus,39.0,135
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,maine coon,9,male,6.5,lethargy,appetite loss,weight loss,dehydration,"lethargy, appetite loss, weight loss, dehydration",feline renal disease,39.0,140
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,maine coon,5,male,5.2,nasal discharge,eye discharge,sneezing,lethargy,"nasal discharge, eye discharge, sneezing, lethargy",feline respiratory disease complex,38.8,140
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,abyssinian,5,male,4.5,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline respiratory disease complex,39.0,140
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,russian blue,5,female,4.7,eye discharge,nasal discharge,sneezing,lethargy,"eye discharge, nasal discharge, sneezing, lethargy",feline respiratory infection,38.6,145
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,scottish fold,4,male,4.3,nasal discharge,eye discharge,sneezing,lethargy,"nasal discharge, eye discharge, sneezing, lethargy",feline rhinotracheitis,38.7,143
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,sphynx,3,female,5.0,nasal discharge,loss of appetite,coughing,fever,"nasal discharge, loss of appetite, coughing, fever",feline rhinotracheitis,39.0,155
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,sphynx,4,female,3.2,eye discharge,nasal discharge,appetite loss,lethargy,"eye discharge, nasal discharge, appetite loss, lethargy",feline upper respiratory infection,39.3,150
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,british shorthair,3,male,5.5,appetite loss,coughing,nasal discharge,eye discharge,"appetite loss, coughing, nasal discharge, eye discharge",feline upper respiratory infection,38.7,145
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,persian,7,female,4.1,sneezing,nasal discharge,eye discharge,lethargy,"sneezing, nasal discharge, eye discharge, lethargy",feline upper respiratory infection,38.9,142
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,maine coon,5,male,8.5,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",feline upper respiratory infection,39.1,145
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,persian,8,female,5.0,coughing,nasal discharge,eye discharge,loss of appetite,"coughing, nasal discharge, eye discharge, loss of appetite",feline viral rhinotracheitis,38.9,147
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,burmese,8,female,4.5,eye discharge,nasal discharge,sneezing,lethargy,"eye discharge, nasal discharge, sneezing, lethargy",feline viral rhinotracheitis,38.6,139
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,persian,5,male,3.8,lethargy,appetite loss,skin lesions,,"lethargy, appetite loss, skin lesions",fungal infection,38.7,160
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,sphynx,5,female,3.0,vomiting,appetite loss,diarrhea,weight loss,"vomiting, appetite loss, diarrhea, weight loss",gastroenteritis,38.7,143
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,bombay,6,male,4.0,lethargy,vomiting,loss of appetite,weight loss,"lethargy, vomiting, loss of appetite, weight loss",hyperthyroidism,38.9,149
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,devon rex,6,male,4.2,vomiting,appetite loss,lethargy,weight loss,"vomiting, appetite loss, lethargy, weight loss",inflammatory bowel disease,38.9,146
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,maine coon,2,male,6.0,vomiting,appetite loss,lethargy,diarrhea,"vomiting, appetite loss, lethargy, diarrhea",intestinal parasites,39.1,140
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,abyssinian,5,female,4.5,vomiting,diarrhea,loss of appetite,dehydration,"vomiting, diarrhea, loss of appetite, dehydration",pancreatitis,38.5,142
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cat,american curl,5,male,3.7,vomiting,diarrhea,dehydration,weight loss,"vomiting, diarrhea, dehydration, weight loss",pancreatitis,38.8,148
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,siamese,3,female,5.0,lethargy,eye discharge,vomiting,fever,"lethargy, eye discharge, vomiting, fever",panleukopenia,39.0,130
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,bengal,1,male,4.2,vomiting,diarrhea,lethargy,appetite loss,"vomiting, diarrhea, lethargy, appetite loss",panleukopenia,38.8,140
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,bengal,3,male,5.5,lethargy,vomiting,diarrhea,dehydration,"lethargy, vomiting, diarrhea, dehydration",panleukopenia,39.3,140
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,cat,ragdoll,3,male,5.0,skin lesions,appetite loss,lethargy,vomiting,"skin lesions, appetite loss, lethargy, vomiting",ringworm,38.6,155
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,siamese,2,female,4.5,coughing,sneezing,eye discharge,nasal discharge,"coughing, sneezing, eye discharge, nasal discharge",upper respiratory infection,38.9,150
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,british shorthair,5,female,4.8,lethargy,eye discharge,appetite loss,nasal discharge,"lethargy, eye discharge, appetite loss, nasal discharge",upper respiratory infection,39.0,150
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cat,british shorthair,7,female,4.4,nasal discharge,eye discharge,sneezing,lethargy,"nasal discharge, eye discharge, sneezing, lethargy",upper respiratory infection,38.6,142
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,guernsey,4,male,590.0,appetite loss,lethargy,diarrhea,dehydration,"appetite loss, lethargy, diarrhea, dehydration",bovine coccidiosis,39.3,84
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,guernsey,5,male,610.0,nasal discharge,coughing,labored breathing,fever,"nasal discharge, coughing, labored breathing, fever",bovine influenza,39.9,82
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cow,hereford,7,female,590.0,diarrhea,dehydration,lethargy,appetite loss,"diarrhea, dehydration, lethargy, appetite loss",bovine johne's disease,39.3,84
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,simmental,8,male,580.0,appetite loss,weight loss,fever,lethargy,"appetite loss, weight loss, fever, lethargy",bovine johne's disease,39.3,80
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,hereford,7,female,580.0,loss of appetite,fever,coughing,lethargy,"loss of appetite, fever, coughing, lethargy",bovine johne's disease,39.5,80
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,ayrshire,7,female,550.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine johne's disease,39.4,75
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,red angus,5,female,620.0,fever,diarrhea,lethargy,appetite loss,"fever, diarrhea, lethargy, appetite loss",bovine leukemia virus,39.8,83
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,holstein,3,male,700.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine mastitis,39.2,90
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,guernsey,5,female,450.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine parainfluenza,39.0,78
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,holstein,7,male,590.0,coughing,nasal discharge,labored breathing,lethargy,"coughing, nasal discharge, labored breathing, lethargy",bovine pneumonia,39.9,80
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,hereford,5,male,650.0,fever,lethargy,decreased milk yield,appetite loss,"fever, lethargy, decreased milk yield, appetite loss",bovine respiratory disease,39.7,80
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,angus,5,female,700.0,fever,decreased milk yield,lethargy,nasal discharge,"fever, decreased milk yield, lethargy, nasal discharge",bovine respiratory disease,39.8,80
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,angus,6,male,600.0,coughing,nasal discharge,labored breathing,fever,"coughing, nasal discharge, labored breathing, fever",bovine respiratory disease,39.9,82
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,angus,8,male,580.0,coughing,labored breathing,lethargy,nasal discharge,"coughing, labored breathing, lethargy, nasal discharge",bovine respiratory disease,40.0,83
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,brown swiss,9,male,600.0,labored breathing,nasal discharge,coughing,fever,"labored breathing, nasal discharge, coughing, fever",bovine respiratory disease,39.6,80
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,angus,6,male,550.0,coughing,nasal discharge,fever,weight loss,"coughing, nasal discharge, fever, weight loss",bovine respiratory disease,39.4,82
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,aberdeen angus,6,female,620.0,coughing,fever,loss of appetite,lethargy,"coughing, fever, loss of appetite, lethargy",bovine respiratory disease,39.2,80
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,holstein,4,male,700.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine respiratory disease,39.3,77
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,holstein,8,male,650.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine respiratory disease complex,39.5,80
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,jersey,6,female,600.0,fever,nasal discharge,decreased milk yield,lethargy,"fever, nasal discharge, decreased milk yield, lethargy",bovine respiratory syncytial virus,39.4,86
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,holstein,5,female,620.0,coughing,fever,loss of appetite,lethargy,"coughing, fever, loss of appetite, lethargy",bovine respiratory syncytial virus,39.3,82
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,simmental,4,male,650.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine respiratory syncytial virus,39.3,78
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,jersey,6,male,570.0,coughing,nasal discharge,labored breathing,fever,"coughing, nasal discharge, labored breathing, fever",bovine tuberculosis,39.4,81
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,holstein,7,female,650.0,coughing,nasal discharge,appetite loss,fever,"coughing, nasal discharge, appetite loss, fever",bovine tuberculosis,39.4,79
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,charolais,5,female,620.0,lethargy,coughing,nasal discharge,fever,"lethargy, coughing, nasal discharge, fever",bovine tuberculosis,39.6,81
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,guernsey,7,male,590.0,coughing,lethargy,loss of appetite,swollen legs,"coughing, lethargy, loss of appetite, swollen legs",bovine tuberculosis,39.1,78
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,jersey,5,male,560.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine tuberculosis,39.1,79
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,hereford,3,female,570.0,lethargy,diarrhea,appetite loss,dehydration,"lethargy, diarrhea, appetite loss, dehydration",bovine viral diarrhea,39.1,80
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,jersey,5,female,500.0,coughing,nasal discharge,lethargy,fever,"coughing, nasal discharge, lethargy, fever",bovine viral diarrhea,39.5,81
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,dexter,3,male,450.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine viral diarrhea,39.3,79
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cow,brown swiss,3,female,580.0,diarrhea,dehydration,loss of appetite,lethargy,"diarrhea, dehydration, loss of appetite, lethargy",coccidiosis,39.3,85
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cow,limousin,2,male,550.0,diarrhea,lethargy,appetite loss,dehydration,"diarrhea, lethargy, appetite loss, dehydration",cryptosporidiosis,39.5,85
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,holstein,3,female,600.0,fever,nasal discharge,labored breathing,coughing,"fever, nasal discharge, labored breathing, coughing",foot and mouth disease,40.1,90
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,holstein,4,female,580.0,appetite loss,diarrhea,lethargy,decreased milk yield,"appetite loss, diarrhea, lethargy, decreased milk yield",johne's disease,39.4,82
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,simmental,8,female,630.0,loss of appetite,weight loss,lethargy,reduced milk production,"loss of appetite, weight loss, lethargy, reduced milk production",johne's disease,39.5,83
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,limousin,6,female,620.0,weight loss,reduced milk production,appetite loss,lethargy,"weight loss, reduced milk production, appetite loss, lethargy",johne's disease,39.4,85
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,jersey,6,female,550.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",johne's disease,39.6,70
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,jersey,4,female,580.0,lethargy,decreased milk yield,fever,,"lethargy, decreased milk yield, fever",mastitis,39.6,70
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,angus,3,female,590.0,decreased milk yield,fever,appetite loss,lethargy,"decreased milk yield, fever, appetite loss, lethargy",mastitis,39.5,70
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,hereford,3,female,650.0,lethargy,fever,decreased milk yield,nasal discharge,"lethargy, fever, decreased milk yield, nasal discharge",mastitis,39.6,75
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,brahman,7,female,620.0,fever,coughing,lethargy,decreased milk yield,"fever, coughing, lethargy, decreased milk yield",mastitis,39.6,81
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,brahman,3,female,570.0,fever,nasal discharge,lethargy,coughing,"fever, nasal discharge, lethargy, coughing",respiratory syncytial virus,39.8,86
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cow,jersey,3,male,620.0,diarrhea,lethargy,appetite loss,decreased milk yield,"diarrhea, lethargy, appetite loss, decreased milk yield",salmonellosis,39.7,79
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,cow,shorthorn,5,male,600.0,diarrhea,dehydration,lethargy,loss of appetite,"diarrhea, dehydration, lethargy, loss of appetite",salmonellosis,39.4,84
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,cow,jersey,6,male,620.0,weight loss,reduced milk production,lethargy,appetite loss,"weight loss, reduced milk production, lethargy, appetite loss",tuberculosis,39.4,87
dextromycin,antiseptic,ointment,702.0,over-the-counter,amgen inc.,dog,chihuahua,3,male,2.5,sneezing,eye discharge,labored breathing,lethargy,"sneezing, eye discharge, labored breathing, lethargy",allergic rhinitis,39.5,131
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,golden retriever,4,male,30.0,lameness,swelling,appetite loss,fever,"lameness, swelling, appetite loss, fever",arthritis,39.5,110
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,border collie,3,female,17.0,coughing,labored breathing,fever,nasal discharge,"coughing, labored breathing, fever, nasal discharge",bordetella infection,39.4,129
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,bulldog,5,female,22.0,coughing,lethargy,loss of appetite,fever,"coughing, lethargy, loss of appetite, fever",canine cough,39.3,120
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,bulldog,5,male,23.0,labored breathing,coughing,nasal discharge,appetite loss,"labored breathing, coughing, nasal discharge, appetite loss",canine distemper,40.0,115
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,dog,beagle,2,female,9.0,fever,vomiting,lethargy,skin lesions,"fever, vomiting, lethargy, skin lesions",canine distemper,39.2,132
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,labrador retriever,11,male,35.0,lethargy,loss of appetite,fever,vomiting,"lethargy, loss of appetite, fever, vomiting",canine distemper,39.3,118
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,doberman pinscher,6,male,40.0,vomiting,lethargy,loss of appetite,coughing,"vomiting, lethargy, loss of appetite, coughing",canine distemper,39.3,119
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,poodle,6,male,25.0,lethargy,loss of appetite,coughing,fever,"lethargy, loss of appetite, coughing, fever",canine distemper,39.3,110
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,rottweiler,5,female,40.0,lethargy,vomiting,loss of appetite,fever,"lethargy, vomiting, loss of appetite, fever",canine distemper,39.3,122
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,golden retriever,7,male,30.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",canine distemper,39.0,130
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,shih tzu,4,female,7.0,coughing,labored breathing,appetite loss,lethargy,"coughing, labored breathing, appetite loss, lethargy",canine flu,39.3,133
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,yorkshire terrier,4,male,8.0,lethargy,vomiting,loss of appetite,fever,"lethargy, vomiting, loss of appetite, fever",canine heartworm disease,39.2,100
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,akita,6,male,35.0,lethargy,loss of appetite,fever,vomiting,"lethargy, loss of appetite, fever, vomiting",canine hepatitis,39.5,130
dextromycin,analgesic,syrup,79.0,over-the-counter,pfizer inc.,dog,shih tzu,8,female,8.0,lethargy,vomiting,diarrhea,loss of appetite,"lethargy, vomiting, diarrhea, loss of appetite",canine hepatitis,39.0,130
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,german shepherd,4,male,32.0,lethargy,vomiting,loss of appetite,fever,"lethargy, vomiting, loss of appetite, fever",canine hepatitis,39.1,130
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,boxer,3,female,30.0,lethargy,vomiting,loss of appetite,fever,"lethargy, vomiting, loss of appetite, fever",canine infectious hepatitis,39.3,120
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,beagle,4,female,15.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",canine influenza,39.2,125
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,cocker spaniel,5,female,20.0,vomiting,lethargy,loss of appetite,fever,"vomiting, lethargy, loss of appetite, fever",canine leptospirosis,39.2,123
dextromycin,antipyretic,capsule,986.0,over-the-counter,takeda pharmaceutical company limited,dog,golden retriever,7,male,33.0,lethargy,vomiting,loss of appetite,fever,"lethargy, vomiting, loss of appetite, fever",canine leptospirosis,39.2,118
