Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Unnamed: 7,Manufactured Date,Expiry Date,Strength_mg
acetonazole,antifungal,ointment,254 mg,eli lilly and company,fever,over-the-counter,,2020-06-08,2023-03-27,254.0
metostatin,analgesic,capsule,162 mg,roche holding ag,diabetes,prescription,,2023-01-04,2025-11-09,162.0
ibuprovir,analgesic,inhaler,684 mg,pfizer inc.,virus,prescription,,2024-10-17,2026-09-20,684.0
dextroprofen,antibiotic,inhaler,259 mg,glaxosmithkline plc,infection,over-the-counter,,2025-01-13,2026-12-04,259.0
dextrostatin,antipyretic,ointment,83 mg,pfizer inc.,fever,prescription,,2024-08-20,2027-04-10,83.0
cefmycin,antidepressant,tablet,90 mg,johnson & johnson,virus,prescription,,2023-12-08,2025-12-08,90.0
dolophen,analgesic,injection,641 mg,bristol-myers squibb company,wound,over-the-counter,,2020-02-05,2023-01-10,641.0
ibuprocillin,antiseptic,cream,890 mg,novartis ag,diabetes,over-the-counter,,2020-05-28,2023-02-26,890.0
cefcillin,antiseptic,injection,114 mg,glaxosmithkline plc,virus,over-the-counter,,2021-03-09,2022-07-08,114.0
metostatin,antipyretic,tablet,581 mg,boehringer ingelheim gmbh,diabetes,over-the-counter,,2024-07-31,2027-02-09,581.0
dolophen,antibiotic,syrup,33 mg,johnson & johnson,diabetes,over-the-counter,,2025-05-11,2027-03-26,33.0
dolomet,antibiotic,inhaler,954 mg,csl limited,fungus,over-the-counter,,2021-11-20,2023-11-19,954.0
cefprofen,analgesic,injection,869 mg,biogen inc.,diabetes,over-the-counter,,2020-09-10,2023-05-26,869.0
acetophen,analgesic,drops,215 mg,teva pharmaceutical industries ltd.,diabetes,prescription,,2020-08-31,2022-06-29,215.0
acetoprofen,antipyretic,ointment,215 mg,eli lilly and company,fever,over-the-counter,,2023-08-07,2024-10-19,215.0
ibuprocillin,antiseptic,tablet,382 mg,sanofi s.a.,diabetes,prescription,,2023-07-15,2025-10-07,382.0
ibuprostatin,antidiabetic,inhaler,299 mg,bristol-myers squibb company,wound,prescription,,2020-01-09,2022-01-23,299.0
acetomycin,antipyretic,cream,304 mg,csl limited,diabetes,over-the-counter,,2024-02-13,2025-12-06,304.0
ibupromet,analgesic,syrup,130 mg,csl limited,diabetes,prescription,,2021-12-22,2023-10-22,130.0
cefmet,antiseptic,tablet,121 mg,bayer ag,infection,over-the-counter,,2023-10-15,2024-11-12,121.0
cefvir,antiviral,syrup,639 mg,biogen inc.,depression,prescription,,2025-04-10,2026-04-17,639.0
doloprofen,antibiotic,capsule,320 mg,novo nordisk a/s,fungus,over-the-counter,,2024-06-15,2026-08-09,320.0
metomycin,antifungal,capsule,514 mg,"merck & co., inc.",virus,prescription,,2021-06-29,2022-07-06,514.0
amoximet,antidepressant,inhaler,463 mg,bristol-myers squibb company,fungus,prescription,,2023-08-13,2025-02-18,463.0
dextronazole,antifungal,cream,531 mg,novartis ag,virus,over-the-counter,,2022-03-19,2023-07-24,531.0
metovir,antibiotic,drops,158 mg,boehringer ingelheim gmbh,pain,over-the-counter,,2024-05-09,2026-10-13,158.0
cefstatin,antipyretic,cream,454 mg,abbvie inc.,wound,prescription,,2024-07-16,2026-03-28,454.0
metomet,antidiabetic,ointment,434 mg,astrazeneca plc,wound,over-the-counter,,2022-12-26,2024-08-14,434.0
clariprofen,antipyretic,capsule,493 mg,amgen inc.,fungus,over-the-counter,,2023-06-16,2025-06-26,493.0
dolophen,antiviral,inhaler,563 mg,johnson & johnson,virus,over-the-counter,,2021-01-21,2023-12-19,563.0
ibuproprofen,analgesic,drops,954 mg,abbvie inc.,depression,prescription,,2021-09-25,2024-06-18,954.0
metomycin,antidiabetic,tablet,362 mg,novo nordisk a/s,fungus,prescription,,2023-08-15,2026-06-23,362.0
cefnazole,analgesic,syrup,557 mg,astrazeneca plc,fever,over-the-counter,,2025-02-25,2027-12-12,557.0
dolomycin,antifungal,injection,278 mg,novartis ag,fungus,over-the-counter,,2021-10-10,2023-09-26,278.0
acetoprofen,antidepressant,cream,977 mg,teva pharmaceutical industries ltd.,fungus,over-the-counter,,2025-02-04,2027-10-09,977.0
cefvir,antidiabetic,ointment,759 mg,boehringer ingelheim gmbh,diabetes,prescription,,2020-06-05,2022-08-08,759.0
metophen,antidepressant,tablet,488 mg,novartis ag,infection,over-the-counter,,2025-02-06,2026-02-27,488.0
ibupromycin,antidiabetic,syrup,490 mg,takeda pharmaceutical company limited,virus,prescription,,2020-03-08,2023-02-16,490.0
acetoprofen,analgesic,inhaler,791 mg,biogen inc.,fever,over-the-counter,,2020-07-19,2022-04-13,791.0
metostatin,antiseptic,cream,489 mg,amgen inc.,infection,prescription,,2022-04-13,2023-07-03,489.0
cefstatin,antidepressant,injection,7 mg,novo nordisk a/s,infection,over-the-counter,,2023-01-24,2025-12-05,7.0
cefcillin,antipyretic,capsule,699 mg,pfizer inc.,wound,prescription,,2023-07-03,2025-11-24,699.0
acetostatin,antipyretic,cream,2 mg,astrazeneca plc,fever,over-the-counter,,2025-02-18,2026-03-02,2.0
metoprofen,analgesic,inhaler,113 mg,"merck & co., inc.",fever,over-the-counter,,2022-06-30,2024-01-12,113.0
dextrostatin,antipyretic,capsule,143 mg,abbvie inc.,virus,prescription,,2025-01-20,2027-09-18,143.0
dextrovir,antifungal,drops,509 mg,johnson & johnson,wound,over-the-counter,,2021-02-19,2022-11-12,509.0
metonazole,analgesic,syrup,455 mg,"merck & co., inc.",diabetes,over-the-counter,,2021-02-11,2022-04-02,455.0
doloprofen,antidiabetic,cream,255 mg,abbvie inc.,virus,over-the-counter,,2024-07-13,2026-01-16,255.0
cefmet,analgesic,cream,294 mg,abbvie inc.,depression,prescription,,2020-08-10,2022-06-08,294.0
acetostatin,antiseptic,tablet,62 mg,astrazeneca plc,diabetes,prescription,,2023-12-13,2024-12-15,62.0
doloprofen,antiseptic,ointment,485 mg,sanofi s.a.,fungus,prescription,,2022-05-29,2024-05-05,485.0
acetophen,antidiabetic,inhaler,266 mg,glaxosmithkline plc,pain,over-the-counter,,2022-10-21,2023-11-20,266.0
acetomet,antipyretic,inhaler,618 mg,novartis ag,infection,prescription,,2021-06-04,2024-02-23,618.0
dextromet,antibiotic,inhaler,894 mg,"merck & co., inc.",pain,prescription,,2020-02-16,2023-02-05,894.0
ibuproprofen,antifungal,drops,955 mg,astrazeneca plc,fever,over-the-counter,,2020-03-27,2021-10-14,955.0
ibuproprofen,antibiotic,syrup,804 mg,"gilead sciences, inc.",wound,over-the-counter,,2025-05-16,2028-01-03,804.0
dolomycin,antiseptic,tablet,613 mg,pfizer inc.,fungus,prescription,,2020-02-19,2022-08-13,613.0
acetonazole,antidepressant,cream,304 mg,roche holding ag,fever,over-the-counter,,2022-01-23,2023-06-28,304.0
ibupronazole,antidepressant,capsule,623 mg,sanofi s.a.,fever,prescription,,2023-04-28,2026-04-17,623.0
claristatin,antipyretic,cream,66 mg,bristol-myers squibb company,pain,prescription,,2023-02-06,2024-03-19,66.0
ibuprostatin,antipyretic,injection,747 mg,teva pharmaceutical industries ltd.,depression,over-the-counter,,2021-02-25,2022-05-20,747.0
dolostatin,antidepressant,inhaler,504 mg,boehringer ingelheim gmbh,virus,over-the-counter,,2023-10-27,2025-12-05,504.0
ibupronazole,antiseptic,syrup,544 mg,"merck & co., inc.",wound,over-the-counter,,2021-07-24,2024-06-10,544.0
clarimycin,antidepressant,injection,539 mg,teva pharmaceutical industries ltd.,infection,over-the-counter,,2023-08-24,2025-08-17,539.0
metomycin,antifungal,drops,115 mg,bristol-myers squibb company,fever,over-the-counter,,2022-08-04,2024-10-08,115.0
clarimet,antiviral,inhaler,4 mg,csl limited,wound,prescription,,2022-11-10,2024-04-07,4.0
dextroprofen,antiviral,injection,141 mg,amgen inc.,fever,prescription,,2023-03-05,2025-01-16,141.0
metoprofen,antifungal,inhaler,634 mg,abbvie inc.,pain,prescription,,2022-03-13,2023-11-27,634.0
ibuprocillin,analgesic,cream,759 mg,bayer ag,fever,prescription,,2021-05-16,2023-09-14,759.0
metoprofen,antipyretic,injection,801 mg,roche holding ag,virus,over-the-counter,,2020-07-21,2021-07-23,801.0
clariphen,antiviral,capsule,305 mg,biogen inc.,fungus,over-the-counter,,2025-05-23,2027-04-24,305.0
claristatin,analgesic,capsule,596 mg,boehringer ingelheim gmbh,fever,over-the-counter,,2022-05-11,2024-04-13,596.0
dolocillin,antiviral,inhaler,35 mg,"merck & co., inc.",depression,prescription,,2021-02-23,2023-10-09,35.0
metophen,antifungal,cream,658 mg,"gilead sciences, inc.",wound,over-the-counter,,2022-06-07,2024-04-08,658.0
dextromet,antibiotic,inhaler,115 mg,biogen inc.,pain,over-the-counter,,2024-06-21,2027-04-17,115.0
cefphen,antidiabetic,tablet,6 mg,glaxosmithkline plc,fever,over-the-counter,,2024-06-04,2026-03-21,6.0
cefcillin,antidepressant,tablet,572 mg,johnson & johnson,fungus,over-the-counter,,2020-08-18,2022-09-03,572.0
claricillin,analgesic,injection,426 mg,abbvie inc.,pain,over-the-counter,,2024-08-21,2026-02-10,426.0
acetomycin,analgesic,inhaler,959 mg,takeda pharmaceutical company limited,diabetes,over-the-counter,,2022-12-09,2024-01-01,959.0
acetoprofen,antifungal,tablet,175 mg,astrazeneca plc,virus,over-the-counter,,2021-03-13,2022-03-14,175.0
cefphen,analgesic,cream,623 mg,eli lilly and company,fungus,over-the-counter,,2021-02-27,2024-01-26,623.0
acetonazole,antiviral,tablet,299 mg,bristol-myers squibb company,fever,over-the-counter,,2021-11-20,2023-05-02,299.0
metomycin,antifungal,capsule,518 mg,astrazeneca plc,fungus,over-the-counter,,2020-11-07,2023-03-21,518.0
claristatin,antifungal,inhaler,707 mg,glaxosmithkline plc,fever,over-the-counter,,2021-09-01,2024-03-10,707.0
dextrostatin,antibiotic,syrup,286 mg,glaxosmithkline plc,wound,prescription,,2023-09-03,2025-08-18,286.0
dextroprofen,analgesic,cream,901 mg,"gilead sciences, inc.",depression,prescription,,2021-07-29,2022-10-30,901.0
acetostatin,antipyretic,syrup,460 mg,amgen inc.,fever,prescription,,2021-06-25,2023-01-14,460.0
clarimet,antidiabetic,tablet,133 mg,novartis ag,fungus,prescription,,2022-07-23,2023-11-22,133.0
ibuprostatin,antidepressant,tablet,249 mg,"merck & co., inc.",pain,over-the-counter,,2023-12-15,2025-01-19,249.0
amoxivir,antipyretic,inhaler,581 mg,bayer ag,wound,over-the-counter,,2022-12-21,2025-09-10,581.0
metoprofen,antidepressant,injection,97 mg,takeda pharmaceutical company limited,infection,over-the-counter,,2023-01-10,2024-05-28,97.0
acetonazole,antiviral,ointment,212 mg,boehringer ingelheim gmbh,infection,prescription,,2020-02-26,2022-11-20,212.0
doloprofen,antiseptic,drops,859 mg,takeda pharmaceutical company limited,virus,prescription,,2020-12-17,2022-08-02,859.0
cefnazole,antidepressant,cream,979 mg,sanofi s.a.,depression,over-the-counter,,2023-09-22,2025-11-13,979.0
doloprofen,antipyretic,tablet,978 mg,amgen inc.,fungus,prescription,,2023-02-19,2025-06-25,978.0
amoxicillin,antidepressant,drops,595 mg,amgen inc.,diabetes,prescription,,2023-12-12,2025-11-03,595.0
dolocillin,antifungal,capsule,536 mg,novartis ag,fever,over-the-counter,,2022-03-29,2023-08-30,536.0
dolophen,antidiabetic,inhaler,770 mg,pfizer inc.,fungus,over-the-counter,,2022-09-27,2024-09-16,770.0
clarivir,antidepressant,syrup,60 mg,takeda pharmaceutical company limited,fungus,over-the-counter,,2022-12-18,2023-12-24,60.0
cefnazole,antidepressant,capsule,903 mg,bristol-myers squibb company,diabetes,over-the-counter,,2021-04-21,2023-09-17,903.0
claristatin,antiviral,inhaler,386 mg,bristol-myers squibb company,depression,over-the-counter,,2023-11-08,2024-11-10,386.0
dextrostatin,antidepressant,capsule,971 mg,glaxosmithkline plc,infection,prescription,,2023-11-27,2026-11-23,971.0
metophen,antipyretic,ointment,740 mg,bayer ag,wound,prescription,,2020-05-29,2021-07-12,740.0
dolostatin,antidepressant,cream,898 mg,eli lilly and company,virus,over-the-counter,,2023-10-18,2025-05-09,898.0
cefmet,antiseptic,ointment,306 mg,astrazeneca plc,depression,prescription,,2022-09-11,2024-03-29,306.0
acetovir,antidiabetic,capsule,716 mg,novartis ag,wound,over-the-counter,,2021-07-12,2023-03-18,716.0
dolostatin,antidepressant,capsule,746 mg,abbvie inc.,pain,over-the-counter,,2020-05-11,2021-12-08,746.0
dolophen,analgesic,cream,843 mg,"merck & co., inc.",wound,over-the-counter,,2021-10-10,2023-02-19,843.0
cefnazole,analgesic,injection,943 mg,csl limited,pain,prescription,,2023-04-12,2026-02-25,943.0
dolocillin,antiviral,capsule,319 mg,bayer ag,infection,over-the-counter,,2023-06-09,2024-08-15,319.0
ibuproprofen,analgesic,injection,363 mg,"merck & co., inc.",virus,prescription,,2022-07-25,2024-05-10,363.0
amoxiphen,antiseptic,ointment,618 mg,teva pharmaceutical industries ltd.,wound,prescription,,2022-11-28,2025-09-12,618.0
amoximycin,antibiotic,tablet,351 mg,glaxosmithkline plc,diabetes,prescription,,2022-11-22,2025-05-03,351.0
metophen,antidepressant,inhaler,670 mg,amgen inc.,virus,prescription,,2020-03-10,2022-02-04,670.0
dextromycin,antifungal,drops,355 mg,takeda pharmaceutical company limited,virus,prescription,,2021-10-02,2023-12-05,355.0
cefcillin,antibiotic,ointment,633 mg,eli lilly and company,fungus,over-the-counter,,2021-11-01,2024-01-19,633.0
cefnazole,antidiabetic,injection,987 mg,novartis ag,infection,over-the-counter,,2022-11-13,2024-05-01,987.0
amoxistatin,antiseptic,capsule,874 mg,pfizer inc.,depression,over-the-counter,,2023-04-25,2025-05-06,874.0
amoximycin,antidepressant,syrup,929 mg,csl limited,depression,prescription,,2020-07-03,2022-01-24,929.0
clarivir,antipyretic,tablet,128 mg,csl limited,fever,prescription,,2023-01-09,2025-09-02,128.0
dextromycin,antiviral,capsule,307 mg,teva pharmaceutical industries ltd.,fever,prescription,,2020-02-23,2022-11-09,307.0
dolomycin,antibiotic,capsule,270 mg,teva pharmaceutical industries ltd.,diabetes,prescription,,2023-05-02,2024-05-22,270.0
cefprofen,analgesic,inhaler,212 mg,sanofi s.a.,infection,over-the-counter,,2020-10-20,2022-03-05,212.0
amoximycin,analgesic,capsule,436 mg,takeda pharmaceutical company limited,diabetes,over-the-counter,,2023-04-29,2025-02-24,436.0
metomycin,antidepressant,inhaler,550 mg,glaxosmithkline plc,fungus,over-the-counter,,2021-08-29,2024-08-22,550.0
dextroprofen,antipyretic,cream,951 mg,eli lilly and company,pain,over-the-counter,,2022-12-28,2023-12-30,951.0
metostatin,antiviral,syrup,779 mg,novo nordisk a/s,fungus,prescription,,2022-02-18,2024-04-28,779.0
metomycin,analgesic,capsule,108 mg,novo nordisk a/s,pain,over-the-counter,,2023-08-11,2024-08-22,108.0
claristatin,antifungal,capsule,108 mg,astrazeneca plc,pain,prescription,,2021-10-02,2024-02-27,108.0
ibuprophen,analgesic,cream,610 mg,astrazeneca plc,pain,prescription,,2024-03-18,2026-03-19,610.0
amoxiprofen,antiseptic,syrup,277 mg,pfizer inc.,wound,prescription,,2024-10-26,2026-03-06,277.0
cefvir,antidiabetic,inhaler,324 mg,roche holding ag,pain,over-the-counter,,2021-01-02,2023-11-17,324.0
dextromycin,antiseptic,tablet,341 mg,abbvie inc.,depression,prescription,,2022-06-01,2024-06-17,341.0
amoxivir,antipyretic,tablet,882 mg,sanofi s.a.,infection,over-the-counter,,2021-08-21,2023-05-11,882.0
clariphen,antiviral,inhaler,43 mg,novo nordisk a/s,pain,prescription,,2020-12-29,2023-07-05,43.0
dolocillin,antipyretic,inhaler,249 mg,sanofi s.a.,infection,over-the-counter,,2024-07-27,2025-12-18,249.0
ibuprophen,antidepressant,tablet,436 mg,roche holding ag,fever,over-the-counter,,2020-08-14,2022-09-10,436.0
amoximet,antiseptic,capsule,578 mg,sanofi s.a.,fungus,prescription,,2023-03-20,2025-07-25,578.0
acetomycin,antiviral,syrup,251 mg,roche holding ag,fungus,prescription,,2022-08-26,2024-11-12,251.0
amoxistatin,antidiabetic,injection,694 mg,glaxosmithkline plc,virus,over-the-counter,,2023-01-22,2024-12-11,694.0
doloprofen,antidiabetic,inhaler,26 mg,johnson & johnson,infection,prescription,,2020-02-21,2022-05-25,26.0
acetocillin,antiseptic,tablet,772 mg,novo nordisk a/s,depression,over-the-counter,,2022-02-03,2024-08-21,772.0
dextrovir,antifungal,ointment,329 mg,glaxosmithkline plc,pain,prescription,,2024-08-06,2027-06-08,329.0
dextromet,antibiotic,ointment,37 mg,pfizer inc.,diabetes,over-the-counter,,2024-03-08,2025-10-16,37.0
clariprofen,antibiotic,inhaler,759 mg,amgen inc.,fungus,prescription,,2022-07-16,2025-01-20,759.0
metocillin,antiseptic,injection,954 mg,novartis ag,infection,over-the-counter,,2025-06-05,2028-01-06,954.0
clarivir,antidiabetic,syrup,44 mg,glaxosmithkline plc,infection,over-the-counter,,2020-06-02,2021-09-09,44.0
cefmycin,antidiabetic,injection,821 mg,abbvie inc.,virus,over-the-counter,,2025-01-19,2028-01-04,821.0
amoxinazole,antidiabetic,tablet,97 mg,novartis ag,diabetes,prescription,,2023-05-01,2024-11-23,97.0
acetomycin,antidiabetic,drops,143 mg,novartis ag,fever,over-the-counter,,2021-06-30,2023-03-28,143.0
dextrovir,antiviral,tablet,49 mg,roche holding ag,wound,over-the-counter,,2024-07-18,2025-12-25,49.0
claristatin,antidiabetic,capsule,499 mg,abbvie inc.,virus,over-the-counter,,2025-05-20,2028-03-15,499.0
metostatin,antifungal,cream,406 mg,bayer ag,pain,prescription,,2025-03-06,2026-06-02,406.0
ibuproprofen,antidiabetic,cream,530 mg,novo nordisk a/s,pain,prescription,,2020-06-01,2023-04-25,530.0
cefstatin,antibiotic,inhaler,975 mg,teva pharmaceutical industries ltd.,pain,over-the-counter,,2021-03-27,2023-03-01,975.0
ibuprostatin,antiviral,ointment,65 mg,teva pharmaceutical industries ltd.,diabetes,prescription,,2022-04-10,2023-05-26,65.0
acetophen,antiviral,syrup,78 mg,astrazeneca plc,infection,prescription,,2024-11-05,2026-03-02,78.0
metomycin,antiseptic,ointment,164 mg,eli lilly and company,depression,over-the-counter,,2020-08-04,2023-06-10,164.0
dextroprofen,antipyretic,syrup,362 mg,novartis ag,fever,over-the-counter,,2023-07-31,2025-01-16,362.0
dolomet,antiviral,syrup,879 mg,novartis ag,fever,over-the-counter,,2022-08-26,2024-10-15,879.0
metocillin,analgesic,capsule,15 mg,eli lilly and company,fungus,over-the-counter,,2021-08-10,2024-01-08,15.0
acetomycin,antifungal,cream,845 mg,takeda pharmaceutical company limited,infection,over-the-counter,,2020-02-27,2022-09-18,845.0
acetocillin,antidiabetic,capsule,896 mg,novo nordisk a/s,fever,over-the-counter,,2024-05-31,2026-08-09,896.0
amoxiphen,antibiotic,cream,335 mg,boehringer ingelheim gmbh,fungus,prescription,,2025-04-21,2026-11-06,335.0
acetomet,analgesic,ointment,159 mg,takeda pharmaceutical company limited,virus,over-the-counter,,2025-02-22,2027-05-26,159.0
dolomet,antibiotic,inhaler,576 mg,bayer ag,fever,over-the-counter,,2023-06-26,2025-09-01,576.0
metoprofen,antifungal,injection,217 mg,biogen inc.,diabetes,prescription,,2021-01-30,2023-03-16,217.0
cefcillin,antidiabetic,capsule,644 mg,eli lilly and company,fever,over-the-counter,,2021-11-24,2024-09-03,644.0
dextronazole,antiseptic,drops,347 mg,sanofi s.a.,virus,over-the-counter,,2023-05-06,2025-05-18,347.0
metostatin,antiseptic,capsule,780 mg,"gilead sciences, inc.",fungus,over-the-counter,,2025-05-27,2026-10-21,780.0
ibuprovir,antibiotic,ointment,785 mg,eli lilly and company,diabetes,over-the-counter,,2024-07-07,2026-02-10,785.0
cefprofen,antifungal,tablet,940 mg,teva pharmaceutical industries ltd.,diabetes,over-the-counter,,2022-05-26,2023-11-18,940.0
dextrocillin,analgesic,injection,254 mg,biogen inc.,wound,prescription,,2023-03-17,2025-06-24,254.0
clariphen,antiviral,tablet,853 mg,"gilead sciences, inc.",wound,over-the-counter,,2025-01-16,2026-06-27,853.0
ibuprovir,analgesic,capsule,622 mg,novartis ag,virus,over-the-counter,,2023-07-12,2025-04-20,622.0
ibuprostatin,antibiotic,injection,80 mg,bristol-myers squibb company,infection,prescription,,2020-07-28,2022-11-21,80.0
clarimet,antipyretic,capsule,50 mg,roche holding ag,infection,prescription,,2024-11-11,2026-12-25,50.0
amoxiprofen,antiseptic,cream,598 mg,johnson & johnson,virus,prescription,,2021-11-04,2024-10-01,598.0
ibupronazole,antidiabetic,tablet,759 mg,bristol-myers squibb company,fever,prescription,,2025-01-19,2026-01-24,759.0
dolostatin,antifungal,drops,379 mg,novo nordisk a/s,depression,over-the-counter,,2021-09-21,2022-11-09,379.0
ibuprophen,antibiotic,drops,719 mg,takeda pharmaceutical company limited,depression,over-the-counter,,2020-03-07,2022-05-22,719.0
amoxiprofen,antidepressant,tablet,125 mg,abbvie inc.,depression,over-the-counter,,2025-03-15,2026-04-29,125.0
dolovir,antiseptic,inhaler,473 mg,takeda pharmaceutical company limited,infection,over-the-counter,,2022-02-23,2023-09-27,473.0
cefprofen,analgesic,tablet,211 mg,novo nordisk a/s,depression,over-the-counter,,2021-11-20,2023-06-16,211.0
acetomycin,antiseptic,inhaler,698 mg,csl limited,fever,prescription,,2020-03-09,2022-02-17,698.0
ibuprocillin,antiviral,tablet,799 mg,teva pharmaceutical industries ltd.,pain,over-the-counter,,2024-04-13,2026-05-22,799.0
metonazole,antidepressant,tablet,782 mg,novartis ag,infection,over-the-counter,,2024-05-19,2027-01-16,782.0
dextrocillin,antiseptic,syrup,7 mg,"merck & co., inc.",depression,prescription,,2022-05-28,2023-06-21,7.0
dolonazole,analgesic,ointment,623 mg,biogen inc.,depression,prescription,,2020-12-22,2022-12-08,623.0
metomycin,antifungal,ointment,541 mg,eli lilly and company,infection,prescription,,2022-01-19,2023-05-23,541.0
amoxicillin,antifungal,tablet,174 mg,novartis ag,diabetes,over-the-counter,,2023-07-03,2025-11-15,174.0
dextrostatin,antidepressant,drops,764 mg,biogen inc.,fever,over-the-counter,,2023-11-24,2025-01-24,764.0
cefstatin,antipyretic,tablet,866 mg,roche holding ag,pain,over-the-counter,,2022-12-23,2024-11-25,866.0
dextrovir,analgesic,drops,693 mg,astrazeneca plc,diabetes,prescription,,2021-12-06,2023-10-23,693.0
ibuprocillin,antiseptic,inhaler,535 mg,pfizer inc.,infection,over-the-counter,,2025-03-01,2026-08-10,535.0
metocillin,antiviral,drops,146 mg,boehringer ingelheim gmbh,diabetes,over-the-counter,,2023-07-10,2025-06-09,146.0
clariphen,analgesic,ointment,730 mg,novo nordisk a/s,diabetes,over-the-counter,,2023-05-21,2025-08-26,730.0
amoxiphen,antidiabetic,inhaler,574 mg,pfizer inc.,infection,prescription,,2020-01-06,2021-10-20,574.0
acetocillin,antiviral,tablet,720 mg,glaxosmithkline plc,pain,over-the-counter,,2023-10-27,2025-06-25,720.0
dextrovir,antifungal,injection,251 mg,eli lilly and company,depression,prescription,,2023-03-26,2025-01-24,251.0
dextrophen,antiviral,drops,24 mg,roche holding ag,fever,prescription,,2022-10-15,2024-03-14,24.0
cefstatin,antiseptic,drops,110 mg,"merck & co., inc.",virus,over-the-counter,,2020-09-12,2021-12-15,110.0
amoxinazole,antibiotic,tablet,832 mg,novartis ag,infection,prescription,,2025-06-14,2027-07-25,832.0
acetonazole,antifungal,tablet,246 mg,biogen inc.,infection,over-the-counter,,2020-12-16,2022-11-17,246.0
ibuprocillin,antidepressant,injection,97 mg,bristol-myers squibb company,depression,prescription,,2024-05-21,2025-08-25,97.0
ibupromet,antifungal,inhaler,504 mg,teva pharmaceutical industries ltd.,wound,prescription,,2023-03-05,2025-02-22,504.0
clarimet,antidepressant,injection,349 mg,sanofi s.a.,virus,over-the-counter,,2020-03-25,2021-05-26,349.0
acetomycin,antibiotic,injection,881 mg,teva pharmaceutical industries ltd.,fungus,over-the-counter,,2025-01-04,2027-03-19,881.0
clarivir,antibiotic,drops,930 mg,pfizer inc.,depression,prescription,,2024-02-23,2026-01-06,930.0
dolonazole,antifungal,tablet,136 mg,"merck & co., inc.",depression,over-the-counter,,2022-05-31,2024-12-01,136.0
clarimycin,antipyretic,injection,403 mg,biogen inc.,wound,prescription,,2020-07-08,2023-03-15,403.0
acetostatin,antidepressant,ointment,291 mg,bayer ag,fungus,over-the-counter,,2024-11-06,2026-01-27,291.0
clarimet,antidepressant,cream,926 mg,teva pharmaceutical industries ltd.,diabetes,over-the-counter,,2024-12-21,2027-12-02,926.0
dolovir,antifungal,drops,398 mg,"merck & co., inc.",pain,prescription,,2023-01-17,2025-03-01,398.0
cefprofen,analgesic,tablet,633 mg,bristol-myers squibb company,depression,over-the-counter,,2022-12-07,2024-03-20,633.0
amoxinazole,antidiabetic,cream,767 mg,biogen inc.,fever,over-the-counter,,2021-09-02,2023-02-27,767.0
dextrostatin,antiviral,syrup,939 mg,novo nordisk a/s,infection,over-the-counter,,2020-10-29,2023-05-23,939.0
ibuprovir,antiseptic,ointment,710 mg,bayer ag,fever,over-the-counter,,2021-11-30,2023-11-02,710.0
metomet,antibiotic,injection,145 mg,novo nordisk a/s,pain,over-the-counter,,2024-06-21,2026-01-12,145.0
dolocillin,antiseptic,ointment,244 mg,pfizer inc.,diabetes,over-the-counter,,2024-12-11,2026-07-08,244.0
cefvir,antiseptic,injection,788 mg,pfizer inc.,virus,over-the-counter,,2020-12-11,2023-09-05,788.0
acetovir,antidepressant,syrup,328 mg,amgen inc.,wound,over-the-counter,,2023-10-23,2026-07-19,328.0
ibupronazole,antiseptic,drops,129 mg,sanofi s.a.,infection,over-the-counter,,2024-12-29,2026-12-16,129.0
ibuprocillin,antidiabetic,capsule,227 mg,"merck & co., inc.",fungus,over-the-counter,,2024-12-29,2027-01-22,227.0
dextrovir,antipyretic,syrup,39 mg,glaxosmithkline plc,virus,over-the-counter,,2021-06-13,2024-03-20,39.0
acetovir,antibiotic,cream,100 mg,biogen inc.,virus,over-the-counter,,2021-04-03,2024-03-02,100.0
ibuprovir,antibiotic,ointment,616 mg,"gilead sciences, inc.",virus,over-the-counter,,2023-07-04,2025-09-20,616.0
metophen,antibiotic,tablet,212 mg,teva pharmaceutical industries ltd.,wound,over-the-counter,,2024-03-28,2027-01-01,212.0
amoxiprofen,antifungal,cream,473 mg,csl limited,infection,prescription,,2022-09-23,2025-05-17,473.0
dolostatin,analgesic,inhaler,637 mg,takeda pharmaceutical company limited,wound,prescription,,2021-05-14,2022-08-23,637.0
cefcillin,analgesic,syrup,560 mg,"gilead sciences, inc.",wound,over-the-counter,,2023-11-24,2025-05-02,560.0
dextromet,antidepressant,syrup,817 mg,astrazeneca plc,infection,prescription,,2025-07-08,2027-06-29,817.0
metomet,antiviral,tablet,583 mg,astrazeneca plc,depression,prescription,,2022-04-07,2025-01-02,583.0
acetomycin,antipyretic,drops,648 mg,novo nordisk a/s,diabetes,over-the-counter,,2021-11-22,2023-04-13,648.0
cefcillin,antibiotic,capsule,731 mg,biogen inc.,depression,over-the-counter,,2025-02-21,2027-08-23,731.0
ibuprocillin,antibiotic,inhaler,241 mg,johnson & johnson,fungus,over-the-counter,,2023-07-23,2025-09-07,241.0
dextromet,antiseptic,syrup,517 mg,roche holding ag,pain,prescription,,2022-10-29,2024-07-13,517.0
amoxivir,antifungal,inhaler,351 mg,pfizer inc.,infection,prescription,,2021-04-06,2024-01-31,351.0
dextroprofen,antidepressant,drops,386 mg,csl limited,infection,over-the-counter,,2022-06-17,2025-02-21,386.0
dolocillin,antidiabetic,syrup,695 mg,"gilead sciences, inc.",fungus,prescription,,2022-04-13,2023-08-11,695.0
